time,id,x,y,vx,vy,mass,radius,alive
10.2,2,188.064,69.7041,7.72727,-11.4545,2.2,9.21954,1
10.2,3,90.0086,137.988,29.0811,-10.5081,1.5,8,1
10.2,4,203.54,15.189,-6.67257,-21.9115,0.9,5.5,1
10.22,1,357.2,8.88,30,36,1,6,1
10.22,2,188.218,69.475,7.72727,-11.4545,2.2,9.21954,1
10.22,3,90.5903,137.778,29.0811,-10.5081,1.5,8,1
10.22,4,203.407,14.7507,-6.67257,-21.9115,0.9,5.5,1
10.24,1,357.8,9.6,30,36,1,6,1
10.24,2,188.373,69.2459,7.72727,-11.4545,2.2,9.21954,1
10.24,3,91.1719,137.568,29.0811,-10.5081,1.5,8,1
10.24,4,203.273,14.3125,-6.67257,-21.9115,0.9,5.5,1
10.26,1,358.4,10.32,30,36,1,6,1
10.26,2,188.527,69.0168,7.72727,-11.4545,2.2,9.21954,1
10.26,3,91.7535,137.358,29.0811,-10.5081,1.5,8,1
10.26,4,203.14,13.8743,-6.67257,-21.9115,0.9,5.5,1
10.28,1,359,11.04,30,36,1,6,1
10.28,2,188.682,68.7877,7.72727,-11.4545,2.2,9.21954,1
10.28,3,92.3351,137.148,29.0811,-10.5081,1.5,8,1
10.28,4,203.007,13.436,-6.67257,-21.9115,0.9,5.5,1
10.3,1,359.6,11.76,30,36,1,6,1
10.3,2,188.836,68.5586,7.72727,-11.4545,2.2,9.21954,1
10.3,3,92.9168,136.938,29.0811,-10.5081,1.5,8,1
10.3,4,202.873,12.9978,-6.67257,-21.9115,0.9,5.5,1
10.32,1,360.2,12.48,30,36,1,6,1
10.32,2,188.991,68.3295,7.72727,-11.4545,2.2,9.21954,1
10.32,3,93.4984,136.727,29.0811,-10.5081,1.5,8,1
10.32,4,202.74,12.5596,-6.67257,-21.9115,0.9,5.5,1
10.34,1,360.8,13.2,30,36,1,6,1
10.34,2,189.145,68.1005,7.72727,-11.4545,2.2,9.21954,1
10.34,3,94.08,136.517,29.0811,-10.5081,1.5,8,1
10.34,4,202.606,12.1214,-6.67257,-21.9115,0.9,5.5,1
10.36,1,361.4,13.92,30,36,1,6,1
10.36,2,189.3,67.8714,7.72727,-11.4545,2.2,9.21954,1
10.36,3,94.6616,136.307,29.0811,-10.5081,1.5,8,1
10.36,4,202.473,11.6831,-6.67257,-21.9115,0.9,5.5,1
10.38,1,362,14.64,30,36,1,6,1
10.38,2,189.455,67.6423,7.72727,-11.4545,2.2,9.21954,1
10.38,3,95.2432,136.097,29.0811,-10.5081,1.5,8,1
10.38,4,202.339,11.2449,-6.67257,-21.9115,0.9,5.5,1
10.4,1,362.6,15.36,30,36,1,6,1
10.4,2,189.609,67.4132,7.72727,-11.4545,2.2,9.21954,1
10.4,3,95.8249,135.887,29.0811,-10.5081,1.5,8,1
10.4,4,202.206,10.8067,-6.67257,-21.9115,0.9,5.5,1
10.42,1,363.2,16.08,30,36,1,6,1
10.42,2,189.764,67.1841,7.72727,-11.4545,2.2,9.21954,1
10.42,3,96.4065,135.677,29.0811,-10.5081,1.5,8,1
10.42,4,202.072,10.3684,-6.67257,-21.9115,0.9,5.5,1
10.44,1,363.8,16.8,30,36,1,6,1
10.44,2,189.918,66.955,7.72727,-11.4545,2.2,9.21954,1
10.44,3,96.9881,135.466,29.0811,-10.5081,1.5,8,1
10.44,4,201.939,9.93021,-6.67257,-21.9115,0.9,5.5,1
10.46,1,364.4,17.52,30,36,1,6,1
10.46,2,190.073,66.7259,7.72727,-11.4545,2.2,9.21954,1
10.46,3,97.5697,135.256,29.0811,-10.5081,1.5,8,1
10.46,4,201.805,9.49198,-6.67257,-21.9115,0.9,5.5,1
10.48,1,365,18.24,30,36,1,6,1
10.48,2,190.227,66.4968,7.72727,-11.4545,2.2,9.21954,1
10.48,3,98.1514,135.046,29.0811,-10.5081,1.5,8,1
10.48,4,201.672,9.05375,-6.67257,-21.9115,0.9,5.5,1
10.5,1,365.6,18.96,30,36,1,6,1
10.5,2,190.382,66.2677,7.72727,-11.4545,2.2,9.21954,1
10.5,3,98.733,134.836,29.0811,-10.5081,1.5,8,1
10.5,4,201.539,8.61552,-6.67257,-21.9115,0.9,5.5,1
10.52,1,366.2,19.68,30,36,1,6,1
10.52,2,190.536,66.0386,7.72727,-11.4545,2.2,9.21954,1
10.52,3,99.3146,134.626,29.0811,-10.5081,1.5,8,1
10.52,4,201.405,8.17729,-6.67257,-21.9115,0.9,5.5,1
10.54,1,366.8,20.4,30,36,1,6,1
10.54,2,190.691,65.8095,7.72727,-11.4545,2.2,9.21954,1
10.54,3,99.8962,134.416,29.0811,-10.5081,1.5,8,1
10.54,4,201.272,7.73906,-6.67257,-21.9115,0.9,5.5,1
10.56,1,367.4,21.12,30,36,1,6,1
10.56,2,190.845,65.5805,7.72727,-11.4545,2.2,9.21954,1
10.56,3,100.478,134.205,29.0811,-10.5081,1.5,8,1
10.56,4,201.138,7.30083,-6.67257,-21.9115,0.9,5.5,1
10.58,1,368,21.84,30,36,1,6,1
10.58,2,191,65.3514,7.72727,-11.4545,2.2,9.21954,1
10.58,3,101.059,133.995,29.0811,-10.5081,1.5,8,1
10.58,4,201.005,6.8626,-6.67257,-21.9115,0.9,5.5,1
10.6,1,368.6,22.56,30,36,1,6,1
10.6,2,191.155,65.1223,7.72727,-11.4545,2.2,9.21954,1
10.6,3,101.641,133.785,29.0811,-10.5081,1.5,8,1
10.6,4,200.871,6.42437,-6.67257,-21.9115,0.9,5.5,1
10.62,1,369.2,23.28,30,36,1,6,1
10.62,2,191.309,64.8932,7.72727,-11.4545,2.2,9.21954,1
10.62,3,102.223,133.575,29.0811,-10.5081,1.5,8,1
10.62,4,200.738,5.98614,-6.67257,-21.9115,0.9,5.5,1
10.64,1,369.8,24,30,36,1,6,1
10.64,2,191.464,64.6641,7.72727,-11.4545,2.2,9.21954,1
10.64,3,102.804,133.365,29.0811,-10.5081,1.5,8,1
10.64,4,200.604,5.54791,-6.67257,-21.9115,0.9,5.5,1
10.66,1,370.4,24.72,30,36,1,6,1
10.66,2,191.618,64.435,7.72727,-11.4545,2.2,9.21954,1
10.66,3,103.386,133.155,29.0811,-10.5081,1.5,8,1
10.66,4,200.471,5.5,-6.67257,21.9115,0.9,5.5,1
10.68,1,371,25.44,30,36,1,6,1
10.68,2,191.773,64.2059,7.72727,-11.4545,2.2,9.21954,1
10.68,3,103.968,132.944,29.0811,-10.5081,1.5,8,1
10.68,4,200.338,5.93823,-6.67257,21.9115,0.9,5.5,1
10.7,1,371.6,26.16,30,36,1,6,1
10.7,2,191.927,63.9768,7.72727,-11.4545,2.2,9.21954,1
10.7,3,104.549,132.734,29.0811,-10.5081,1.5,8,1
10.7,4,200.204,6.37646,-6.67257,21.9115,0.9,5.5,1
10.72,1,372.2,26.88,30,36,1,6,1
10.72,2,192.082,63.7477,7.72727,-11.4545,2.2,9.21954,1
10.72,3,105.131,132.524,29.0811,-10.5081,1.5,8,1
10.72,4,200.071,6.81469,-6.67257,21.9115,0.9,5.5,1
10.74,1,372.8,27.6,30,36,1,6,1
10.74,2,192.236,63.5186,7.72727,-11.4545,2.2,9.21954,1
10.74,3,105.712,132.314,29.0811,-10.5081,1.5,8,1
10.74,4,199.937,7.25292,-6.67257,21.9115,0.9,5.5,1
10.76,1,373.4,28.32,30,36,1,6,1
10.76,2,192.391,63.2895,7.72727,-11.4545,2.2,9.21954,1
10.76,3,106.294,132.104,29.0811,-10.5081,1.5,8,1
10.76,4,199.804,7.69115,-6.67257,21.9115,0.9,5.5,1
10.78,1,374,29.04,30,36,1,6,1
10.78,2,192.545,63.0605,7.72727,-11.4545,2.2,9.21954,1
10.78,3,106.876,131.894,29.0811,-10.5081,1.5,8,1
10.78,4,199.67,8.12938,-6.67257,21.9115,0.9,5.5,1
10.8,1,374.6,29.76,30,36,1,6,1
10.8,2,192.7,62.8314,7.72727,-11.4545,2.2,9.21954,1
10.8,3,107.457,131.683,29.0811,-10.5081,1.5,8,1
10.8,4,199.537,8.56761,-6.67257,21.9115,0.9,5.5,1
10.82,1,375.2,30.48,30,36,1,6,1
10.82,2,192.855,62.6023,7.72727,-11.4545,2.2,9.21954,1
10.82,3,108.039,131.473,29.0811,-10.5081,1.5,8,1
10.82,4,199.403,9.00584,-6.67257,21.9115,0.9,5.5,1
10.84,1,375.8,31.2,30,36,1,6,1
10.84,2,193.009,62.3732,7.72727,-11.4545,2.2,9.21954,1
10.84,3,108.621,131.263,29.0811,-10.5081,1.5,8,1
10.84,4,199.27,9.44407,-6.67257,21.9115,0.9,5.5,1
10.86,1,376.4,31.92,30,36,1,6,1
10.86,2,193.164,62.1441,7.72727,-11.4545,2.2,9.21954,1
10.86,3,109.202,131.053,29.0811,-10.5081,1.5,8,1
10.86,4,199.136,9.8823,-6.67257,21.9115,0.9,5.5,1
10.88,1,377,32.64,30,36,1,6,1
10.88,2,193.318,61.915,7.72727,-11.4545,2.2,9.21954,1
10.88,3,109.784,130.843,29.0811,-10.5081,1.5,8,1
10.88,4,199.003,10.3205,-6.67257,21.9115,0.9,5.5,1
10.9,1,377.6,33.36,30,36,1,6,1
10.9,2,193.473,61.6859,7.72727,-11.4545,2.2,9.21954,1
10.9,3,110.365,130.633,29.0811,-10.5081,1.5,8,1
10.9,4,198.87,10.7588,-6.67257,21.9115,0.9,5.5,1
10.92,1,378.2,34.08,30,36,1,6,1
10.92,2,193.627,61.4568,7.72727,-11.4545,2.2,9.21954,1
10.92,3,110.947,130.422,29.0811,-10.5081,1.5,8,1
10.92,4,198.736,11.197,-6.67257,21.9115,0.9,5.5,1
10.94,1,378.8,34.8,30,36,1,6,1
10.94,2,193.782,61.2277,7.72727,-11.4545,2.2,9.21954,1
10.94,3,111.529,130.212,29.0811,-10.5081,1.5,8,1
10.94,4,198.603,11.6352,-6.67257,21.9115,0.9,5.5,1
10.96,1,379.4,35.52,30,36,1,6,1
10.96,2,193.936,60.9986,7.72727,-11.4545,2.2,9.21954,1
10.96,3,112.11,130.002,29.0811,-10.5081,1.5,8,1
10.96,4,198.469,12.0735,-6.67257,21.9115,0.9,5.5,1
10.98,1,380,36.24,30,36,1,6,1
10.98,2,194.091,60.7695,7.72727,-11.4545,2.2,9.21954,1
10.98,3,112.692,129.792,29.0811,-10.5081,1.5,8,1
10.98,4,198.336,12.5117,-6.67257,21.9115,0.9,5.5,1
11,1,380.6,36.96,30,36,1,6,1
11,2,194.245,60.5405,7.72727,-11.4545,2.2,9.21954,1
11,3,113.274,129.582,29.0811,-10.5081,1.5,8,1
11,4,198.202,12.9499,-6.67257,21.9115,0.9,5.5,1
11.02,1,381.2,37.68,30,36,1,6,1
11.02,2,194.4,60.3114,7.72727,-11.4545,2.2,9.21954,1
11.02,3,113.855,129.372,29.0811,-10.5081,1.5,8,1
11.02,4,198.069,13.3881,-6.67257,21.9115,0.9,5.5,1
11.04,1,381.8,38.4,30,36,1,6,1
11.04,2,194.555,60.0823,7.72727,-11.4545,2.2,9.21954,1
11.04,3,114.437,129.162,29.0811,-10.5081,1.5,8,1
11.04,4,197.935,13.8264,-6.67257,21.9115,0.9,5.5,1
11.06,1,382.4,39.12,30,36,1,6,1
11.06,2,194.709,59.8532,7.72727,-11.4545,2.2,9.21954,1
11.06,3,115.018,128.951,29.0811,-10.5081,1.5,8,1
11.06,4,197.802,14.2646,-6.67257,21.9115,0.9,5.5,1
11.08,1,383,39.84,30,36,1,6,1
11.08,2,194.864,59.6241,7.72727,-11.4545,2.2,9.21954,1
11.08,3,115.6,128.741,29.0811,-10.5081,1.5,8,1
11.08,4,197.668,14.7028,-6.67257,21.9115,0.9,5.5,1
11.1,1,383.6,40.56,30,36,1,6,1
11.1,2,195.018,59.395,7.72727,-11.4545,2.2,9.21954,1
11.1,3,116.182,128.531,29.0811,-10.5081,1.5,8,1
11.1,4,197.535,15.1411,-6.67257,21.9115,0.9,5.5,1
11.12,1,384.2,41.28,30,36,1,6,1
11.12,2,195.173,59.1659,7.72727,-11.4545,2.2,9.21954,1
11.12,3,116.763,128.321,29.0811,-10.5081,1.5,8,1
11.12,4,197.402,15.5793,-6.67257,21.9115,0.9,5.5,1
11.14,1,384.8,42,30,36,1,6,1
11.14,2,195.327,58.9368,7.72727,-11.4545,2.2,9.21954,1
11.14,3,117.345,128.111,29.0811,-10.5081,1.5,8,1
11.14,4,197.268,16.0175,-6.67257,21.9115,0.9,5.5,1
11.16,1,385.4,42.72,30,36,1,6,1
11.16,2,195.482,58.7077,7.72727,-11.4545,2.2,9.21954,1
11.16,3,117.926,127.901,29.0811,-10.5081,1.5,8,1
11.16,4,197.135,16.4558,-6.67257,21.9115,0.9,5.5,1
11.18,1,386,43.44,30,36,1,6,1
11.18,2,195.636,58.4786,7.72727,-11.4545,2.2,9.21954,1
11.18,3,118.508,127.69,29.0811,-10.5081,1.5,8,1
11.18,4,197.001,16.894,-6.67257,21.9115,0.9,5.5,1
11.2,1,386.6,44.16,30,36,1,6,1
11.2,2,195.791,58.2495,7.72727,-11.4545,2.2,9.21954,1
11.2,3,119.09,127.48,29.0811,-10.5081,1.5,8,1
11.2,4,196.868,17.3322,-6.67257,21.9115,0.9,5.5,1
11.22,1,387.2,44.88,30,36,1,6,1
11.22,2,195.945,58.0205,7.72727,-11.4545,2.2,9.21954,1
11.22,3,119.671,127.27,29.0811,-10.5081,1.5,8,1
11.22,4,196.734,17.7704,-6.67257,21.9115,0.9,5.5,1
11.24,1,387.8,45.6,30,36,1,6,1
11.24,2,196.1,57.7914,7.72727,-11.4545,2.2,9.21954,1
11.24,3,120.253,127.06,29.0811,-10.5081,1.5,8,1
11.24,4,196.601,18.2087,-6.67257,21.9115,0.9,5.5,1
11.26,1,388.4,46.32,30,36,1,6,1
11.26,2,196.255,57.5623,7.72727,-11.4545,2.2,9.21954,1
11.26,3,120.835,126.85,29.0811,-10.5081,1.5,8,1
11.26,4,196.467,18.6469,-6.67257,21.9115,0.9,5.5,1
11.28,1,389,47.04,30,36,1,6,1
11.28,2,196.409,57.3332,7.72727,-11.4545,2.2,9.21954,1
11.28,3,121.416,126.64,29.0811,-10.5081,1.5,8,1
11.28,4,196.334,19.0851,-6.67257,21.9115,0.9,5.5,1
11.3,1,389.6,47.76,30,36,1,6,1
11.3,2,196.564,57.1041,7.72727,-11.4545,2.2,9.21954,1
11.3,3,121.998,126.429,29.0811,-10.5081,1.5,8,1
11.3,4,196.201,19.5234,-6.67257,21.9115,0.9,5.5,1
11.32,1,390.2,48.48,30,36,1,6,1
11.32,2,196.718,56.875,7.72727,-11.4545,2.2,9.21954,1
11.32,3,122.579,126.219,29.0811,-10.5081,1.5,8,1
11.32,4,196.067,19.9616,-6.67257,21.9115,0.9,5.5,1
11.34,1,390.8,49.2,30,36,1,6,1
11.34,2,196.873,56.6459,7.72727,-11.4545,2.2,9.21954,1
11.34,3,123.161,126.009,29.0811,-10.5081,1.5,8,1
11.34,4,195.934,20.3998,-6.67257,21.9115,0.9,5.5,1
11.36,1,391.4,49.92,30,36,1,6,1
11.36,2,197.027,56.4168,7.72727,-11.4545,2.2,9.21954,1
11.36,3,123.743,125.799,29.0811,-10.5081,1.5,8,1
11.36,4,195.8,20.8381,-6.67257,21.9115,0.9,5.5,1
11.38,1,392,50.64,30,36,1,6,1
11.38,2,197.182,56.1877,7.72727,-11.4545,2.2,9.21954,1
11.38,3,124.324,125.589,29.0811,-10.5081,1.5,8,1
11.38,4,195.667,21.2763,-6.67257,21.9115,0.9,5.5,1
11.4,1,392.6,51.36,30,36,1,6,1
11.4,2,197.336,55.9586,7.72727,-11.4545,2.2,9.21954,1
11.4,3,124.906,125.379,29.0811,-10.5081,1.5,8,1
11.4,4,195.533,21.7145,-6.67257,21.9115,0.9,5.5,1
11.42,1,393.2,52.08,30,36,1,6,1
11.42,2,197.491,55.7295,7.72727,-11.4545,2.2,9.21954,1
11.42,3,125.488,125.168,29.0811,-10.5081,1.5,8,1
11.42,4,195.4,22.1527,-6.67257,21.9115,0.9,5.5,1
11.44,1,393.8,52.8,30,36,1,6,1
11.44,2,197.645,55.5005,7.72727,-11.4545,2.2,9.21954,1
11.44,3,126.069,124.958,29.0811,-10.5081,1.5,8,1
11.44,4,195.266,22.591,-6.67257,21.9115,0.9,5.5,1
11.46,1,394,53.52,-30,36,1,6,1
11.46,2,197.8,55.2714,7.72727,-11.4545,2.2,9.21954,1
11.46,3,126.651,124.748,29.0811,-10.5081,1.5,8,1
11.46,4,195.133,23.0292,-6.67257,21.9115,0.9,5.5,1
11.48,1,393.4,54.24,-30,36,1,6,1
11.48,2,197.955,55.0423,7.72727,-11.4545,2.2,9.21954,1
11.48,3,127.232,124.538,29.0811,-10.5081,1.5,8,1
11.48,4,194.999,23.4674,-6.67257,21.9115,0.9,5.5,1
11.5,1,392.8,54.96,-30,36,1,6,1
11.5,2,198.109,54.8132,7.72727,-11.4545,2.2,9.21954,1
11.5,3,127.814,124.328,29.0811,-10.5081,1.5,8,1
11.5,4,194.866,23.9057,-6.67257,21.9115,0.9,5.5,1
11.52,1,392.2,55.68,-30,36,1,6,1
11.52,2,198.264,54.5841,7.72727,-11.4545,2.2,9.21954,1
11.52,3,128.396,124.118,29.0811,-10.5081,1.5,8,1
11.52,4,194.733,24.3439,-6.67257,21.9115,0.9,5.5,1
11.54,1,391.6,56.4,-30,36,1,6,1
11.54,2,198.418,54.355,7.72727,-11.4545,2.2,9.21954,1
11.54,3,128.977,123.907,29.0811,-10.5081,1.5,8,1
11.54,4,194.599,24.7821,-6.67257,21.9115,0.9,5.5,1
11.56,1,391,57.12,-30,36,1,6,1
11.56,2,198.573,54.1259,7.72727,-11.4545,2.2,9.21954,1
11.56,3,129.559,123.697,29.0811,-10.5081,1.5,8,1
11.56,4,194.466,25.2204,-6.67257,21.9115,0.9,5.5,1
11.58,1,390.4,57.84,-30,36,1,6,1
11.58,2,198.727,53.8968,7.72727,-11.4545,2.2,9.21954,1
11.58,3,130.141,123.487,29.0811,-10.5081,1.5,8,1
11.58,4,194.332,25.6586,-6.67257,21.9115,0.9,5.5,1
11.6,1,389.8,58.56,-30,36,1,6,1
11.6,2,198.882,53.6677,7.72727,-11.4545,2.2,9.21954,1
11.6,3,130.722,123.277,29.0811,-10.5081,1.5,8,1
11.6,4,194.199,26.0968,-6.67257,21.9115,0.9,5.5,1
11.62,1,389.2,59.28,-30,36,1,6,1
11.62,2,199.036,53.4386,7.72727,-11.4545,2.2,9.21954,1
11.62,3,131.304,123.067,29.0811,-10.5081,1.5,8,1
11.62,4,194.065,26.535,-6.67257,21.9115,0.9,5.5,1
11.64,1,388.6,60,-30,36,1,6,1
11.64,2,199.191,53.2095,7.72727,-11.4545,2.2,9.21954,1
11.64,3,131.885,122.857,29.0811,-10.5081,1.5,8,1
11.64,4,193.932,26.9733,-6.67257,21.9115,0.9,5.5,1
11.66,1,388,60.72,-30,36,1,6,1
11.66,2,199.345,52.9805,7.72727,-11.4545,2.2,9.21954,1
11.66,3,132.467,122.646,29.0811,-10.5081,1.5,8,1
11.66,4,193.798,27.4115,-6.67257,21.9115,0.9,5.5,1
11.68,1,387.4,61.44,-30,36,1,6,1
11.68,2,199.5,52.7514,7.72727,-11.4545,2.2,9.21954,1
11.68,3,133.049,122.436,29.0811,-10.5081,1.5,8,1
11.68,4,193.665,27.8497,-6.67257,21.9115,0.9,5.5,1
11.7,1,386.8,62.16,-30,36,1,6,1
11.7,2,199.655,52.5223,7.72727,-11.4545,2.2,9.21954,1
11.7,3,133.63,122.226,29.0811,-10.5081,1.5,8,1
11.7,4,193.531,28.288,-6.67257,21.9115,0.9,5.5,1
11.72,1,386.2,62.88,-30,36,1,6,1
11.72,2,199.809,52.2932,7.72727,-11.4545,2.2,9.21954,1
11.72,3,134.212,122.016,29.0811,-10.5081,1.5,8,1
11.72,4,193.398,28.7262,-6.67257,21.9115,0.9,5.5,1
11.74,1,385.6,63.6,-30,36,1,6,1
11.74,2,199.964,52.0641,7.72727,-11.4545,2.2,9.21954,1
11.74,3,134.794,121.806,29.0811,-10.5081,1.5,8,1
11.74,4,193.265,29.1644,-6.67257,21.9115,0.9,5.5,1
11.76,1,385,64.32,-30,36,1,6,1
11.76,2,200.118,51.835,7.72727,-11.4545,2.2,9.21954,1
11.76,3,135.375,121.596,29.0811,-10.5081,1.5,8,1
11.76,4,193.131,29.6027,-6.67257,21.9115,0.9,5.5,1
11.78,1,384.4,65.04,-30,36,1,6,1
11.78,2,200.273,51.6059,7.72727,-11.4545,2.2,9.21954,1
11.78,3,135.957,121.386,29.0811,-10.5081,1.5,8,1
11.78,4,192.998,30.0409,-6.67257,21.9115,0.9,5.5,1
11.8,1,383.8,65.76,-30,36,1,6,1
11.8,2,200.427,51.3768,7.72727,-11.4545,2.2,9.21954,1
11.8,3,136.538,121.175,29.0811,-10.5081,1.5,8,1
11.8,4,192.864,30.4791,-6.67257,21.9115,0.9,5.5,1
11.82,1,383.2,66.48,-30,36,1,6,1
11.82,2,200.582,51.1477,7.72727,-11.4545,2.2,9.21954,1
11.82,3,137.12,120.965,29.0811,-10.5081,1.5,8,1
11.82,4,192.731,30.9173,-6.67257,21.9115,0.9,5.5,1
11.84,1,382.6,67.2,-30,36,1,6,1
11.84,2,200.736,50.9186,7.72727,-11.4545,2.2,9.21954,1
11.84,3,137.702,120.755,29.0811,-10.5081,1.5,8,1
11.84,4,192.597,31.3556,-6.67257,21.9115,0.9,5.5,1
11.86,1,382,67.92,-30,36,1,6,1
11.86,2,200.891,50.6895,7.72727,-11.4545,2.2,9.21954,1
11.86,3,138.283,120.545,29.0811,-10.5081,1.5,8,1
11.86,4,192.464,31.7938,-6.67257,21.9115,0.9,5.5,1
11.88,1,381.4,68.64,-30,36,1,6,1
11.88,2,201.045,50.4605,7.72727,-11.4545,2.2,9.21954,1
11.88,3,138.865,120.335,29.0811,-10.5081,1.5,8,1
11.88,4,192.33,32.232,-6.67257,21.9115,0.9,5.5,1
11.9,1,380.8,69.36,-30,36,1,6,1
11.9,2,201.2,50.2314,7.72727,-11.4545,2.2,9.21954,1
11.9,3,139.446,120.125,29.0811,-10.5081,1.5,8,1
11.9,4,192.197,32.6703,-6.67257,21.9115,0.9,5.5,1
11.92,1,380.2,70.08,-30,36,1,6,1
11.92,2,201.355,50.0023,7.72727,-11.4545,2.2,9.21954,1
11.92,3,140.028,119.914,29.0811,-10.5081,1.5,8,1
11.92,4,192.064,33.1085,-6.67257,21.9115,0.9,5.5,1
11.94,1,379.6,70.8,-30,36,1,6,1
11.94,2,201.509,49.7732,7.72727,-11.4545,2.2,9.21954,1
11.94,3,140.61,119.704,29.0811,-10.5081,1.5,8,1
11.94,4,191.93,33.5467,-6.67257,21.9115,0.9,5.5,1
11.96,1,379,71.52,-30,36,1,6,1
11.96,2,201.664,49.5441,7.72727,-11.4545,2.2,9.21954,1
11.96,3,141.191,119.494,29.0811,-10.5081,1.5,8,1
11.96,4,191.797,33.985,-6.67257,21.9115,0.9,5.5,1
11.98,1,378.4,72.24,-30,36,1,6,1
11.98,2,201.818,49.315,7.72727,-11.4545,2.2,9.21954,1
11.98,3,141.773,119.284,29.0811,-10.5081,1.5,8,1
11.98,4,191.663,34.4232,-6.67257,21.9115,0.9,5.5,1
12,1,377.8,72.96,-30,36,1,6,1
12,2,201.973,49.0859,7.72727,-11.4545,2.2,9.21954,1
12,3,142,119.074,-17.4486,-10.5081,1.5,8,1
12,4,191.53,34.8614,-6.67257,21.9115,0.9,5.5,1
12.02,1,377.2,73.68,-30,36,1,6,1
12.02,2,202.127,48.8568,7.72727,-11.4545,2.2,9.21954,1
12.02,3,141.651,118.864,-17.4486,-10.5081,1.5,8,1
12.02,4,191.396,35.2996,-6.67257,21.9115,0.9,5.5,1
12.04,1,376.6,74.4,-30,36,1,6,1
12.04,2,202.282,48.6277,7.72727,-11.4545,2.2,9.21954,1
12.04,3,141.302,118.653,-17.4486,-10.5081,1.5,8,1
12.04,4,191.263,35.7379,-6.67257,21.9115,0.9,5.5,1
12.06,1,376,75.12,18,36,1,6,1
12.06,2,202.436,48.3986,7.72727,-11.4545,2.2,9.21954,1
12.06,3,140.953,118.443,-17.4486,-10.5081,1.5,8,1
12.06,4,191.129,36.1761,-6.67257,21.9115,0.9,5.5,1
12.08,1,376.36,75.84,18,36,1,6,1
12.08,2,202.591,48.1695,7.72727,-11.4545,2.2,9.21954,1
12.08,3,140.604,118.233,-17.4486,-10.5081,1.5,8,1
12.08,4,190.996,36.6143,-6.67257,21.9115,0.9,5.5,1
12.1,1,376.72,76.56,18,36,1,6,1
12.1,2,202.745,47.9405,7.72727,-11.4545,2.2,9.21954,1
12.1,3,140.255,118.023,-17.4486,-10.5081,1.5,8,1
12.1,4,190.862,37.0526,-6.67257,21.9115,0.9,5.5,1
12.12,1,377.08,77.28,18,36,1,6,1
12.12,2,202.9,47.7114,7.72727,-11.4545,2.2,9.21954,1
12.12,3,139.906,117.813,-17.4486,-10.5081,1.5,8,1
12.12,4,190.729,37.4908,-6.67257,21.9115,0.9,5.5,1
12.14,1,377.44,78,18,36,1,6,1
12.14,2,203.055,47.4823,7.72727,-11.4545,2.2,9.21954,1
12.14,3,139.557,117.603,-17.4486,-10.5081,1.5,8,1
12.14,4,190.596,37.929,-6.67257,21.9115,0.9,5.5,1
12.16,1,377.8,78.72,18,36,1,6,1
12.16,2,203.209,47.2532,7.72727,-11.4545,2.2,9.21954,1
12.16,3,139.208,117.392,-17.4486,-10.5081,1.5,8,1
12.16,4,190.462,38.3673,-6.67257,21.9115,0.9,5.5,1
12.18,1,378.16,79.44,18,36,1,6,1
12.18,2,203.364,47.0241,7.72727,-11.4545,2.2,9.21954,1
12.18,3,138.859,117.182,-17.4486,-10.5081,1.5,8,1
12.18,4,190.329,38.8055,-6.67257,21.9115,0.9,5.5,1
12.2,1,378.52,80.16,18,36,1,6,1
12.2,2,203.518,46.795,7.72727,-11.4545,2.2,9.21954,1
12.2,3,138.51,116.972,-17.4486,-10.5081,1.5,8,1
12.2,4,190.195,39.2437,-6.67257,21.9115,0.9,5.5,1
12.22,1,378.88,80.88,18,36,1,6,1
12.22,2,203.673,46.5659,7.72727,-11.4545,2.2,9.21954,1
12.22,3,138.161,116.762,-17.4486,-10.5081,1.5,8,1
12.22,4,190.062,39.6819,-6.67257,21.9115,0.9,5.5,1
12.24,1,379.24,81.6,18,36,1,6,1
12.24,2,203.827,46.3368,7.72727,-11.4545,2.2,9.21954,1
12.24,3,137.812,116.552,-17.4486,-10.5081,1.5,8,1
12.24,4,189.928,40.1202,-6.67257,21.9115,0.9,5.5,1
12.26,1,379.6,82.32,18,36,1,6,1
12.26,2,203.982,46.1077,7.72727,-11.4545,2.2,9.21954,1
12.26,3,137.463,116.342,-17.4486,-10.5081,1.5,8,1
12.26,4,189.795,40.5584,-6.67257,21.9115,0.9,5.5,1
12.28,1,379.96,83.04,18,36,1,6,1
12.28,2,204.136,45.8786,7.72727,-11.4545,2.2,9.21954,1
12.28,3,137.114,116.131,-17.4486,-10.5081,1.5,8,1
12.28,4,189.661,40.9966,-6.67257,21.9115,0.9,5.5,1
12.3,1,380.32,83.76,18,36,1,6,1
12.3,2,204.291,45.6495,7.72727,-11.4545,2.2,9.21954,1
12.3,3,136.765,115.921,-17.4486,-10.5081,1.5,8,1
12.3,4,189.528,41.4349,-6.67257,21.9115,0.9,5.5,1
12.32,1,380.68,84.48,18,36,1,6,1
12.32,2,204.445,45.4205,7.72727,-11.4545,2.2,9.21954,1
12.32,3,136.416,115.711,-17.4486,-10.5081,1.5,8,1
12.32,4,189.395,41.8731,-6.67257,21.9115,0.9,5.5,1
12.34,1,381.04,85.2,18,36,1,6,1
12.34,2,204.6,45.1914,7.72727,-11.4545,2.2,9.21954,1
